"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/ParagonKwang/FX/Materials/Debug/M_SolidParticleColor.M_SolidParticleColor","0","0","50","1","0.000000","0","0"
"/Game/ParagonKwang/Characters/Maps/BackGroundAssets/M_AssetPlatform.M_AssetPlatform","0","0","23","1","0.000000","0","46"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","0","3","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","0","18","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","0","27","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","0","10","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","3","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","38","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","3","1","0.000000","0","0"
"/Game/InfinityBladeIceLands/Environments/Ice/Env_Ice_Rocky/StaticMesh/M_Env_Ice_RuinedWalls_Snow.M_Env_Ice_RuinedWalls_Snow","0","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","35","1","0.000000","0","0"
"/Game/DATA/Meshes/WorldDeco/TargetDummy/blinn2.blinn2","0","0","14","1","0.000000","0","0"
"/Game/DATA/Meshes/WorldDeco/TargetDummy/blinn1.blinn1","0","0","14","1","0.000000","0","0"
"/Game/DATA/Meshes/WorldDeco/EX_Env_Rock_Icy_D_Mat.EX_Env_Rock_Icy_D_Mat","0","0","26","1","0.000000","0","0"
"/Game/DATA/Meshes/Weapons/lambert1.lambert1","0","0","14","1","0.000000","0","0"
"/Game/DATA/Meshes/Weapons/01_-_Default.01_-_Default","0","0","14","1","0.000000","0","0"
"/Game/DATA/Meshes/StoneWoodBridge/Stone_1001.Stone_1001","0","0","14","1","0.000000","0","0"
"/Game/DATA/Meshes/StoneWoodBridge/Wood_1001.Wood_1001","0","0","14","1","0.000000","0","0"
"/Game/DATA/Meshes/StoneWoodBridge/Stone_Edge_1001.Stone_Edge_1001","0","0","14","1","0.000000","0","0"
"/Game/DATA/Materials/SM_FloatingNumbers.SM_FloatingNumbers","0","0","35","1","0.000000","0","0"
"/Game/DATA/Meshes/SpookyBridge/Material_006.Material_006","0","0","14","1","0.000000","0","0"
"/Game/DATA/Meshes/SpookyBridge/Material_002.Material_002","0","0","14","1","0.000000","0","0"
"/Game/DATA/Meshes/SpookyBridge/Material.Material","0","0","14","1","0.000000","0","0"
"/Game/DATA/Meshes/OldMan/MI_ArtoriasChest.MI_ArtoriasChest","0","0","26","1","0.000000","0","0"
"/Game/DATA/Meshes/OldMan/obj_default_2.obj_default_2","0","0","26","1","0.000000","0","0"
"/Game/DATA/Meshes/OldMan/obj_default_1.obj_default_1","0","0","26","1","0.000000","0","0"
"/Game/DATA/Meshes/OldMan/obj_default_0.obj_default_0","0","0","26","1","0.000000","0","0"
"/Game/DATA/Meshes/OldMan/obj_default.obj_default","0","0","26","1","0.000000","0","0"
"/Game/DATA/Meshes/OldMan/MI_ArtoriasChest_-21478.MI_ArtoriasChest_-21478","0","0","26","1","0.000000","0","0"
"/Game/DATA/Meshes/OldMan/lambert2_-17814.lambert2_-17814","0","0","26","1","0.000000","0","0"
"/Game/DATA/Meshes/FireMan/pasted__head.pasted__head","0","0","26","1","0.000000","0","0"
"/Game/DATA/Meshes/HolyGrail/lambert1.lambert1","0","0","14","1","0.000000","0","0"
